tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,kota
2019-12-22,26.4,32.2,28.1,86,0,5.3,4,350,Semarang
2019-12-23,25.4,31,28.1,84,0.8,6.4,4,360,Semarang
2019-12-24,26.4,32.4,28.9,84,0,4.9,5,10,Semarang
2019-12-25,26.8,32.4,27.9,87,0,7.5,6,360,Semarang
2019-12-26,25,31.6,28.2,86,5,1.9,4,340,Semarang
2019-12-27,25.6,31.4,27.9,88,0.6,5.3,5,360,Semarang
2019-12-28,23.4,30.2,27.5,90,31.9,5,4,280,Semarang
2019-12-29,25.8,32,28.7,84,0,1.2,4,310,Semarang
2019-12-30,25.4,31.8,29,86,4.8,6.6,3,310,Semarang
2019-12-31,25.4,31.6,27.5,88,0,3.9,3,330,Semarang
2020-01-01,24.2,31.4,27,88,9.6,3.6,6,280,Semarang
2020-01-02,24,31,27.4,87,16.7,3.4,6,280,Semarang
2020-01-03,24.8,32.2,28.4,84,2,2.5,7,270,Semarang
2020-01-04,22,31.4,27.1,90,36.6,4.6,8,270,Semarang
2020-01-05,25.4,30.4,26.8,92,3.7,0.8,6,270,Semarang
2020-01-06,24.6,29.6,26.3,92,20.3,0.2,4,360,Semarang
2020-01-07,23.6,30.4,26.7,94,28.8,3.2,5,280,Semarang
2020-01-08,24.6,30.2,26.9,93,28,3.1,5,360,Semarang
2020-01-09,24.2,30.2,26.4,90,13.5,2.1,4,260,Semarang
2020-01-10,25.2,29.8,26.9,93,2.5,2.9,6,290,Semarang
2020-01-11,24.6,29.4,27.1,89,6.4,0.4,3,330,Semarang
2020-01-12,24.2,31.6,27.7,86,8.6,0.4,4,320,Semarang
2020-01-13,24.8,30.8,27.3,86,,7.7,6,310,Semarang
2020-01-14,24.8,30.6,27.8,87,11,7.8,6,300,Semarang
2020-01-15,25.4,30.8,28.3,87,,,5,280,Semarang
2020-01-16,26,31,27.6,91,0,8.4,4,340,Semarang
2020-01-17,24.8,31.8,27.8,88,0,4.6,6,300,Semarang
2020-01-18,24.6,31.8,28.6,82,0,8.5,4,350,Semarang
2020-01-19,26,32.2,29.3,82,0,10.3,4,360,Semarang
2020-01-20,25.4,32.2,29.3,85,0,10.3,5,250,Semarang
2020-01-21,25.6,,28.4,88,0,7.7,4,340,Semarang
2020-01-22,25.4,32.4,29,83,0,4.7,4,350,Semarang
2020-01-23,25.4,33,29.4,80,0,9.4,4,330,Semarang
2020-01-24,26.6,31.6,28.7,84,,7.7,6,330,Semarang
2020-01-25,26.2,31.4,27.2,92,0,4.9,6,280,Semarang
2020-01-26,24.6,31,27.8,86,113.6,4.7,4,350,Semarang
2020-01-27,26,31.4,28.9,84,0,8.6,5,350,Semarang
2020-01-28,26,32.2,29,84,0,8.8,6,330,Semarang
2020-01-29,26.4,31.8,29.1,85,0,8.1,6,300,Semarang
2020-01-30,26.2,31.4,28.7,84,0,6.5,5,270,Semarang
2020-01-31,26,32.2,28.5,85,0,1.7,5,300,Semarang
2020-02-01,25,31.8,27.7,88,1,4.2,5,310,Semarang
2020-02-02,25.8,30.6,27,90,1,6.3,5,270,Semarang
2020-02-03,25,31.6,27.2,90,2.7,2.6,5,330,Semarang
2020-02-04,22.2,31,28.2,85,60.5,5.3,4,200,Semarang
2020-02-05,25,31.4,27.6,86,54.2,6.1,4,290,Semarang
2020-02-06,25.2,31,27.8,87,13.4,5,6,340,Semarang
2020-02-07,25,31.2,26.8,89,8.2,7.1,6,300,Semarang
2020-02-08,22.6,31.6,27.7,85,29.5,3.6,8,260,Semarang
2020-02-09,25.4,31.2,27.4,84,,4.2,5,260,Semarang
2020-02-10,25.4,30.8,27.5,88,0.5,1.6,5,330,Semarang
2020-02-11,24.8,30.6,27.6,87,0,6.2,4,350,Semarang
2020-02-12,24.4,,27.1,88,0,1.6,3,350,Semarang
2020-02-13,,31.4,28.4,,,,5,350,Semarang
2020-02-14,22.4,31.6,28.7,80,0,3.4,5,310,Semarang
2020-02-15,26.6,31.6,28,90,0,8.8,4,280,Semarang
2020-02-16,25.4,31.6,27.8,87,0.3,3.5,5,350,Semarang
2020-02-17,25.8,31,27.6,88,0.4,3.1,4,260,Semarang
2020-02-18,25.6,30.8,27.6,90,21.3,1.6,7,270,Semarang
2020-02-19,25,30.4,27,90,4.5,3.7,9,310,Semarang
2020-02-20,24,27.4,25.7,93,114,3.8,3,280,Semarang
2020-02-21,23.8,30.4,27.5,85,12.2,0.8,7,270,Semarang
2020-02-22,23.2,31,27.7,87,0,7.3,6,290,Semarang
2020-02-23,23,31.2,27.7,90,31,8,5,290,Semarang
2020-02-24,22,28.4,26.5,93,5.1,6.3,6,290,Semarang
2020-02-25,25,31,27.4,88,6.5,0.5,9,300,Semarang
2020-02-26,26,30.6,28,87,0,7.5,5,330,Semarang
2020-02-27,24.8,31.6,27.6,90,4.5,2.8,8,280,Semarang
2020-02-28,25.2,31,27.3,90,14.2,7.9,5,280,Semarang
2020-02-29,25.2,30.8,27.1,90,8.2,15.5,6,290,Semarang
2020-03-01,24.8,29.8,26.4,94,48.4,6.4,6,310,Semarang
2020-03-02,25,30.6,27.5,90,40.1,0.7,5,290,Semarang
2020-03-03,26,31,28.2,89,0,6,5,310,Semarang
2020-03-04,25,31,27.1,88,21.5,7.3,4,270,Semarang
2020-03-05,24.6,31.2,27.2,90,27.4,4.5,4,350,Semarang
2020-03-06,24.8,31,27.5,88,0,2.1,5,320,Semarang
2020-03-07,25.2,31.2,27.6,89,3.7,4.8,10,290,Semarang
2020-03-08,25.4,31.4,27,91,3,6.3,5,340,Semarang
2020-03-09,25.4,30.6,27.4,90,4.3,5.6,4,360,Semarang
2020-03-10,25.2,30.6,27.9,87,0,2.8,4,350,Semarang
2020-03-11,25.4,31.8,28.8,87,0,3.1,4,360,Semarang
2020-03-12,26.6,31.8,28.9,85,0,9.2,5,320,Semarang
2020-03-13,25.6,31.8,28.6,83,0,5.8,6,320,Semarang
2020-03-14,27.2,33,29.3,84,0,8.5,7,360,Semarang
2020-03-15,25.8,32.2,28.8,85,3.3,5.4,10,360,Semarang
2020-03-16,24,32.8,28.4,86,10,4.8,5,290,Semarang
2020-03-17,25.6,32.2,28.5,88,13.6,6,7,340,Semarang
2020-03-18,25,33.4,28.9,81,16.7,6.2,4,40,Semarang
2020-03-19,24.4,31.8,26.9,91,0.2,6.4,5,350,Semarang
2020-03-20,24.6,31.6,27.8,88,6.2,3.7,5,330,Semarang
2020-03-21,25.2,31.6,28.2,84,0,6.6,6,360,Semarang
2020-03-22,26.2,32,29.1,80,0,7,3,360,Semarang
2020-03-23,26.2,32.2,28.8,85,0.2,10.3,4,310,Semarang
2020-03-24,24.6,31.4,28,84,0,5.2,5,320,Semarang
2020-03-25,25.4,31.8,28.7,85,1.9,4.3,7,350,Semarang
2020-03-26,26.2,32.8,28.9,84,5.6,7.9,6,360,Semarang
2020-03-27,25.2,32.6,28.9,84,2,9,4,360,Semarang
2020-03-28,26.4,32,28.9,84,0,7.7,5,290,Semarang
2020-03-29,25.8,32.2,28.2,86,0,6.3,4,360,Semarang
2020-03-30,26.6,32,27.7,88,0,5.7,4,290,Semarang
2020-03-31,25.2,31.2,26.8,94,23.7,4.6,3,340,Semarang
2020-04-01,24.6,31.6,28.3,86,14.4,5.2,3,350,Semarang
2020-04-02,24.6,32.2,27.8,88,91.6,7.5,4,350,Semarang
2020-04-03,24.8,32.2,29.1,84,0.5,7.3,5,340,Semarang
2020-04-04,25.4,32,29.4,82,0,,3,350,Semarang
2020-04-05,26.2,31.4,27.4,91,0,,4,240,Semarang
2020-04-06,25.2,31.4,27.3,90,8.4,2.7,3,300,Semarang
2020-04-07,24.8,30.6,26.9,90,32.5,3,4,350,Semarang
2020-04-08,24.8,30.8,27.2,88,3,6,4,350,Semarang
2020-04-09,25.2,34.2,28.2,84,0,1.5,6,140,Semarang
2020-04-10,25.6,34.4,29,82,0,6.5,4,80,Semarang
2020-04-11,25.2,32,27.1,91,1.2,7.5,4,360,Semarang
2020-04-12,25,32.6,27.3,89,4.7,6.1,8,210,Semarang
2020-04-13,23.6,31.6,27.9,87,43.5,5.7,4,350,Semarang
2020-04-14,22.4,31.6,28.4,84,0,9.6,5,340,Semarang
2020-04-15,25.8,33,29.4,82,0,9.3,6,340,Semarang
2020-04-16,25.8,32.4,28.7,84,0,,3,350,Semarang
2020-04-17,25,31.2,29,84,0,,3,350,Semarang
2020-04-18,24.8,32.8,28.9,78,0,,3,270,Semarang
2020-04-19,25.6,31.8,28.4,89,0,7,3,300,Semarang
2020-04-20,26.4,33.2,29.6,84,2,6.4,6,330,Semarang
2020-04-21,24.6,32.4,28.1,88,56.5,10.4,4,60,Semarang
2020-04-22,25.4,34.6,29.2,83,15,5.7,7,120,Semarang
2020-04-23,27.6,34.2,30.8,76,0,10,6,100,Semarang
2020-04-24,27.4,33.8,29.5,78,0,8.4,5,160,Semarang
2020-04-25,26,33.4,29.1,82,4.6,7.8,4,110,Semarang
2020-04-26,26.2,32,27.8,88,0,2.4,4,340,Semarang
2020-04-27,25.2,34.2,29.6,79,7.7,1.3,6,130,Semarang
2020-04-28,26,31,28.5,81,0,,4,100,Semarang
2020-04-29,24.8,33.4,29.9,76,6,0.4,7,80,Semarang
2020-04-30,24.6,33.2,29.5,79,0,,4,40,Semarang
2020-05-01,27.2,34,29.7,79,,6.2,7,120,Semarang
2020-05-02,24.4,30.4,27.3,92,48.5,9.2,4,280,Semarang
2020-05-03,25.2,32.2,28.8,82,0,0.2,4,160,Semarang
2020-05-04,26.2,33.2,29.8,77,0,6.9,6,120,Semarang
2020-05-05,27,33.6,29.9,80,0,7.9,6,350,Semarang
2020-05-06,27.2,33.8,30.3,77,0,7.4,5,120,Semarang
2020-05-07,25.4,34.2,30.3,76,5.6,7.7,5,110,Semarang
2020-05-08,25,33.8,31,72,0,,5,150,Semarang
2020-05-09,27.8,33.8,29.5,81,0,4.8,5,180,Semarang
2020-05-10,24.6,33.6,28.8,81,43.5,5.9,3,45,Semarang
2020-05-11,27.2,33.2,29.1,81,1,8.9,6,45,Semarang
2020-05-12,25.6,33.4,29.2,82,0,4.5,6,90,Semarang
2020-05-13,28,33.8,30.5,76,0,9.1,4,150,Semarang
2020-05-14,27,33.2,29.8,76,0,7.1,6,130,Semarang
2020-05-15,25.8,33.2,28.7,81,0,8.8,7,120,Semarang
2020-05-16,25.6,35,30.1,76,0,4.6,5,100,Semarang
2020-05-17,26.6,35.4,28.9,84,0,9.4,5,110,Semarang
2020-05-18,25.2,32.4,28.5,88,21.8,8.5,5,340,Semarang
2020-05-19,25.2,33.6,28.2,86,21,2.1,9,120,Semarang
2020-05-20,25.6,33.4,29,87,8.1,4.7,6,350,Semarang
2020-05-21,24,31.8,28,86,83,9.7,4,340,Semarang
2020-05-22,25.4,32.4,29.6,82,0,,4,340,Semarang
2020-05-23,26.4,32,28.9,84,0,,3,70,Semarang
2020-05-24,25.8,33,29.2,85,0.4,9.1,5,340,Semarang
2020-05-25,24.8,32.2,29.2,83,0,9.6,5,10,Semarang
2020-05-26,26.4,32,28.7,85,6.3,8.3,3,40,Semarang
2020-05-27,24.6,32.2,28.7,84,0,6,5,10,Semarang
2020-05-28,26,30.8,27.7,89,0,7.7,4,360,Semarang
2020-05-29,24.8,32,28,88,0,0.7,4,330,Semarang
2020-05-30,26.4,33.6,29.6,77,0,9.4,4,140,Semarang
2020-05-31,25,33.4,28.8,82,28.2,8.8,6,350,Semarang
2020-06-01,24.6,30.4,28,85,0,,4,100,Semarang
2020-06-02,24.6,31.8,27.7,87,0,,4,120,Semarang
2020-06-03,25.8,32.2,29,80,0,1.8,6,110,Semarang
2020-06-04,26.2,33.4,29,81,0,4.2,5,100,Semarang
2020-06-05,25.4,33.4,28.5,83,0,10.2,5,100,Semarang
2020-06-06,25.2,31.6,27.9,86,0,10.3,5,330,Semarang
2020-06-07,25.6,32.2,28.4,82,0,7.9,5,120,Semarang
2020-06-08,25.8,32.4,28.7,83,0,7.8,5,80,Semarang
2020-06-09,26,32.8,29.1,82,0,8.6,5,20,Semarang
2020-06-10,25.6,32.4,29,80,2.6,9.4,5,120,Semarang
2020-06-11,26,32.2,29,83,0,8.2,6,120,Semarang
2020-06-12,24.4,32.6,28.3,82,19,8.8,7,100,Semarang
2020-06-13,23.8,33.4,28.1,78,0,,6,110,Semarang
2020-06-14,23.4,33.6,28.8,82,0,,7,100,Semarang
2020-06-15,26,33.8,30.2,80,0,6.7,6,110,Semarang
2020-06-16,26.6,33.2,28.7,84,0.5,9.4,6,120,Semarang
2020-06-17,24.2,34,28.6,78,0,7.6,6,100,Semarang
2020-06-18,25.4,33.6,28.8,84,0,10.5,4,80,Semarang
2020-06-19,26.4,33.2,29.4,82,0,9.2,5,90,Semarang
2020-06-20,25.2,33.6,,,0,5.7,4,110,Semarang
2020-06-21,24.2,33.4,28.9,77,0,7.2,5,120,Semarang
2020-06-22,25.8,33.2,29.6,78,0,6.4,7,100,Semarang
2020-06-23,25,33,28.7,78,0,7,5,100,Semarang
2020-06-24,24.8,32.4,28.4,82,0,,5,70,Semarang
2020-06-25,24.4,31.4,28.2,84,0,,4,350,Semarang
2020-06-26,24,32,27.6,81,0,,6,360,Semarang
2020-06-27,24.2,33,27.8,80,0,8.7,5,100,Semarang
2020-06-28,24.2,33.6,28,82,0,9.9,6,50,Semarang
2020-06-29,24.8,34.2,28.7,76,0,9.9,5,120,Semarang
2020-06-30,24.6,34,28.6,80,0,9.8,6,140,Semarang
2020-07-01,25,34.2,28.9,80,,10.6,4,130,Semarang
2020-07-02,25,33.2,27.3,84,0,8.6,8,240,Semarang
2020-07-03,24,33.2,28.7,82,31.2,7.6,5,230,Semarang
2020-07-04,24.2,32.2,28.4,79,0,7.2,4,120,Semarang
2020-07-05,25.8,32,28.8,76,0,9.8,7,100,Semarang
2020-07-06,26,32,27.5,84,0,,6,80,Semarang
2020-07-07,24.2,32.4,27.7,82,20.2,2.4,3,100,Semarang
2020-07-08,24,33.4,28.3,82,0,,4,360,Semarang
2020-07-09,24.2,32.6,28,82,0,9.7,4,140,Semarang
2020-07-10,25.2,32.6,28.4,85,0,8,3,300,Semarang
2020-07-11,24.6,33.4,28,84,8.5,7,4,90,Semarang
2020-07-12,26,,,,0,9.8,5,340,Semarang
2020-07-13,26,33.4,29.1,80,0,7.1,4,100,Semarang
2020-07-14,26.2,34.2,29.2,83,0,8.3,5,110,Semarang
2020-07-15,26.6,31.8,27.9,80,0,7.9,5,120,Semarang
2020-07-16,25.6,33.2,28.8,82,1.4,3.4,6,340,Semarang
2020-07-17,26.2,33.4,29.4,76,0,7.3,6,120,Semarang
2020-07-18,25.2,33.4,28.8,82,0,10.2,3,110,Semarang
2020-07-19,24.4,33.6,29.1,77,0,8.9,4,30,Semarang
2020-07-20,23.8,33.4,29,82,0,9,4,120,Semarang
2020-07-21,26.6,34,28.5,84,0.5,9.5,5,100,Semarang
2020-07-22,24.8,33.4,28.4,82,10,8.7,6,90,Semarang
2020-07-23,25,33.8,28.4,80,0,10.3,4,110,Semarang
2020-07-24,24.2,33.4,28.2,80,0,9,8,80,Semarang
2020-07-25,23.8,33.4,27.8,74,0,9.9,5,150,Semarang
2020-07-26,22,32.6,26.8,75,0,9.8,5,120,Semarang
2020-07-27,23,33.8,28.4,70,0,9.6,5,120,Semarang
2020-07-28,23,33.6,28.2,72,0,10.4,7,130,Semarang
2020-07-29,23.8,33.2,28.5,72,0,10.2,6,140,Semarang
2020-07-30,22.4,31.8,29.3,76,0,9.7,8,310,Semarang
2020-07-31,21.4,31.6,26.8,80,0,10.5,3,300,Semarang
2020-08-01,21,34.4,27.7,78,,9.6,4,100,Semarang
2020-08-02,23.8,33.6,27.7,82,0,9.6,6,45,Semarang
2020-08-03,24.2,33,27.9,80,0,8.6,6,90,Semarang
2020-08-04,25.2,32.8,28.9,80,0,9.2,4,100,Semarang
2020-08-05,25,32.8,28.1,82,0,1.4,5,360,Semarang
2020-08-06,25,34.8,28.3,79,0,9.1,8,90,Semarang
2020-08-07,26.6,32.6,28.7,82,0,9.3,4,300,Semarang
2020-08-08,25,33.4,28.5,83,0,,7,80,Semarang
2020-08-09,24.6,33,29.1,79,0,,5,360,Semarang
2020-08-10,24.2,34,29.7,74,0,,6,90,Semarang
2020-08-11,23.2,34.2,29.4,74,0,9.2,9,340,Semarang
2020-08-12,25,33.8,28.9,80,2.2,7.5,6,120,Semarang
2020-08-13,25.8,34.2,28.4,82,0,6.4,6,90,Semarang
2020-08-14,25.2,33.6,28.5,86,19,9.8,5,130,Semarang
2020-08-15,25.6,32.6,29,78,0,9.2,7,45,Semarang
2020-08-16,24.8,33,28.2,87,35,10.1,6,100,Semarang
2020-08-17,25.8,34.2,29.6,75,0,8.6,7,80,Semarang
2020-08-18,25.4,32.2,27.9,85,0,8.3,5,330,Semarang
2020-08-19,25.4,34.6,28.9,81,0,9.6,6,120,Semarang
2020-08-20,24.8,33.8,29.3,75,0,9.5,6,100,Semarang
2020-08-21,26,33.8,29.6,72,0,10.2,8,130,Semarang
2020-08-22,26,34,29.9,71,0,10.5,7,130,Semarang
2020-08-23,23.8,33,28.6,76,0,,5,70,Semarang
2020-08-24,25,34,29.7,74,0,,7,100,Semarang
2020-08-25,23.4,34.8,28.3,77,0,,5,110,Semarang
2020-08-26,23,35,28.1,78,0,10.2,6,90,Semarang
2020-08-27,21.8,34.2,27.3,80,0,10.1,6,100,Semarang
2020-08-28,24.2,34.2,28.9,76,0,10.4,7,100,Semarang
2020-08-29,25.4,34.2,29.1,78,0,8.9,5,340,Semarang
2020-08-30,24.6,34.8,28.8,80,0.2,9.7,5,110,Semarang
2020-08-31,24.2,34.6,28.3,74,0,9.5,6,20,Semarang
2020-09-01,23.8,35.4,29.5,72,0,9.4,7,100,Semarang
2020-09-02,24,34,28.8,77,0,9.5,5,330,Semarang
2020-09-03,24.8,34.2,27.9,84,6.4,6.6,5,100,Semarang
2020-09-04,24,34.2,29.5,79,35,8,6,360,Semarang
2020-09-05,25.8,34.2,29.3,79,9.5,9.9,6,40,Semarang
2020-09-06,24.2,34.8,28.8,76,1,9,7,110,Semarang
2020-09-07,25.4,34.8,28.6,82,0,9.8,5,360,Semarang
2020-09-08,25,34.4,29.1,72,0,9.8,5,45,Semarang
2020-09-09,25.4,34.6,29.1,76,0,9.9,6,80,Semarang
2020-09-10,25.2,33.6,29,78,0,9.6,5,60,Semarang
2020-09-11,26,34.4,29.4,73,0,10,4,360,Semarang
2020-09-12,24.4,34.2,28.4,80,0,8.6,6,330,Semarang
2020-09-13,26,33.6,29.7,74,0,9.9,5,60,Semarang
2020-09-14,24.8,33.8,28.8,73,0,7.4,7,320,Semarang
2020-09-15,25.4,34.2,29.4,74,0,9.4,5,100,Semarang
2020-09-16,24.6,33.8,28.7,71,0,,6,340,Semarang
2020-09-17,24.6,34.6,29.1,71,0,,3,70,Semarang
2020-09-18,24.4,35.2,30.8,64,0,,6,110,Semarang
2020-09-19,26.2,35.8,30.8,66,0,9.9,8,100,Semarang
2020-09-20,27.8,34.4,30.6,70,0,10,6,90,Semarang
2020-09-21,26.6,34.4,29.8,77,0,8.2,6,150,Semarang
2020-09-22,24.8,31.6,27,86,9,7.2,6,250,Semarang
2020-09-23,23.6,35,28.7,83,5.6,7.3,4,280,Semarang
2020-09-24,26.4,35.8,29.8,80,0,9.3,5,350,Semarang
2020-09-25,25.2,35.4,29.4,83,0,9.3,6,70,Semarang
2020-09-26,25,35.4,29.7,74,0,5.8,8,340,Semarang
2020-09-27,25.2,32.8,29,80,8.3,9,5,360,Semarang
2020-09-28,24.6,33.8,29.2,78,16,8.6,6,150,Semarang
2020-09-29,24.6,35,29.6,74,0,,5,150,Semarang
2020-09-30,23.8,35.2,29.7,73,0,,4,140,Semarang
2020-10-01,25.6,35.2,30.2,75,0,8.5,6,360,Semarang
2020-10-02,25.2,35,29.4,80,4,10.5,8,350,Semarang
2020-10-03,24.8,35.4,29.1,80,22,10.9,6,130,Semarang
2020-10-04,24.8,34,29.3,72,0,10.2,6,160,Semarang
2020-10-05,25.4,33.6,29.1,77,0,8.5,4,120,Semarang
2020-10-06,25,33.2,28.5,78,0,8,4,140,Semarang
2020-10-07,25.4,33.2,28.6,78,0,6.6,6,340,Semarang
2020-10-08,26,34.2,29.8,72,0,8.1,5,110,Semarang
2020-10-09,25.6,33.2,29.1,80,0,6.6,4,80,Semarang
2020-10-10,26.4,33,28.2,81,0,4.6,8,70,Semarang
2020-10-11,25,32.4,28,84,0,,6,110,Semarang
2020-10-12,24.8,34,29.7,77,0,,6,110,Semarang
2020-10-13,24.4,34.8,29.9,77,41.5,6.3,6,120,Semarang
2020-10-14,26,36,29.4,77,0,9.3,4,350,Semarang
2020-10-15,24.4,32.8,28.2,83,17,8.5,5,150,Semarang
2020-10-16,23.6,32,28.1,85,35,7.4,4,300,Semarang
2020-10-17,25.6,33,29,81,0,4.8,4,330,Semarang
2020-10-18,25.4,33,28.6,80,0,4.1,5,100,Semarang
2020-10-19,26.6,31.6,28.9,78,0,5.3,4,120,Semarang
2020-10-20,26,33.2,29.6,74,0,4.1,5,30,Semarang
2020-10-21,26.2,33,27.6,87,0.7,8.1,6,80,Semarang
2020-10-22,25.2,30.6,28.3,86,10.5,0.4,3,250,Semarang
2020-10-23,25.4,31.4,28.3,84,0.9,6.3,6,350,Semarang
2020-10-24,25.2,33.4,29.7,80,0.5,7.9,4,80,Semarang
2020-10-25,26,32.4,28.8,82,,6.5,4,360,Semarang
2020-10-26,26.2,32.2,28,86,,7.4,4,280,Semarang
2020-10-27,25.4,31.2,27.1,88,4,3.1,6,210,Semarang
2020-10-28,24.4,33.6,28.5,81,12.1,2.8,6,110,Semarang
2020-10-29,25,33.8,30,79,7.4,10,5,110,Semarang
2020-10-30,27.8,31.6,29.5,77,1.2,7.6,4,110,Semarang
2020-10-31,25.6,30.6,27.3,88,4,6,5,340,Semarang
2020-11-01,24.4,30.2,27.3,88,6.6,2.1,5,340,Semarang
2020-11-02,25.2,30,27.5,87,25.2,6.2,5,320,Semarang
2020-11-03,25,31.4,27.9,86,0,0,3,80,Semarang
2020-11-04,24,33.6,28.9,79,4.5,6.3,6,150,Semarang
2020-11-05,24,32.6,27.4,,1.5,5.8,3,180,Semarang
2020-11-06,24.8,33.2,28.7,81,9,4.3,5,45,Semarang
2020-11-07,25.6,33.6,29.8,80,0,8,6,340,Semarang
2020-11-08,24.4,34.2,29.5,80,15.5,10.5,4,360,Semarang
2020-11-09,24.2,33.6,29,83,34,8.7,8,90,Semarang
2020-11-10,25,32.8,29.2,81,11,9.3,5,280,Semarang
2020-11-11,24.6,33,28.8,82,4.1,10.5,5,340,Semarang
2020-11-12,27,33.8,30.7,74,0,9,6,110,Semarang
2020-11-13,27.2,35,31.1,72,0,8.7,8,120,Semarang
2020-11-14,26.6,33.2,30.1,79,0,7.5,5,340,Semarang
2020-11-15,26.2,34.4,29.5,80,0.6,8.7,3,70,Semarang
2020-11-16,26,34.2,32.3,65,0,,6,120,Semarang
2020-11-17,25,33.8,29.8,81,16.4,8.9,6,130,Semarang
2020-11-18,25.2,34.8,27.8,86,8.5,8.1,8,90,Semarang
2020-11-19,23,35.2,29.4,80,15,10.5,7,360,Semarang
2020-11-20,25.2,32.2,28.7,84,1.2,7,4,360,Semarang
2020-11-21,24.4,31.8,28.9,87,19.6,6.1,3,330,Semarang
2020-11-22,25.4,32.2,28.3,84,0,5.3,4,350,Semarang
2020-11-23,24.8,30.8,28,86,0,3.8,4,320,Semarang
2020-11-24,24.6,32,28,85,,2.8,8,150,Semarang
2020-11-25,23.6,31.2,27.6,86,13.4,5,5,150,Semarang
2020-11-26,24.4,31.4,27.7,84,1.5,2.7,4,340,Semarang
2020-11-27,25.6,31,28.4,82,0,,5,40,Semarang
2020-11-28,25.2,30.4,28,86,0.3,0,3,340,Semarang
2020-11-29,25,29.6,26,94,0.5,4.5,2,360,Semarang
2020-11-30,23,30.6,27.1,85,52,2.2,3,330,Semarang
2020-12-01,26,31.8,28.4,83,0,4.5,4,350,Semarang
2020-12-02,25.4,31.4,27.9,85,1,6.3,5,360,Semarang
2020-12-03,23.4,31.6,27.7,88,87.5,4.3,5,330,Semarang
2020-12-04,26,31.2,28.2,85,0,4.3,3,310,Semarang
2020-12-05,25.2,31.8,28,84,5,2.3,8,260,Semarang
2020-12-06,24.8,31.6,25.9,90,7.8,6.4,5,260,Semarang
2020-12-07,24,27,25.2,95,23.1,0.5,5,260,Semarang
2020-12-08,24.4,31.6,28.4,80,18,0.5,13,270,Semarang
2020-12-09,25,30.2,27.9,82,20.7,4.6,12,280,Semarang
2020-12-10,25.4,30.4,27.4,89,14.1,1.5,8,290,Semarang
2020-12-11,24.8,30.4,27.6,88,27.9,1.6,5,270,Semarang
2020-12-12,25.2,31,27.7,88,15,2.3,6,270,Semarang
2020-12-13,24.2,29.6,27,92,14.5,5.1,5,270,Semarang
2020-12-14,25.2,30.2,26.8,90,0,1,4,330,Semarang
2020-12-15,25,30,27.1,89,1.8,1.2,5,340,Semarang
2020-12-16,24.6,30.8,26.8,90,1.8,0,4,340,Semarang
2020-12-17,25.2,29.6,26.9,90,11.5,4.6,6,280,Semarang
2020-12-18,24.2,30.4,26.4,90,11.8,0.9,6,340,Semarang
2020-12-19,23.8,30.2,26.9,86,61.6,3.9,7,340,Semarang
2020-12-20,24.2,30.4,27.6,84,9.2,7.7,4,10,Semarang
2020-12-21,24.8,30.6,27.8,82,0,,5,350,Semarang
2020-12-22,23,30.4,28.2,86,0,3.7,3,360,Semarang
2020-12-23,,30.4,28.1,86,0,3.2,4,260,Semarang
2020-12-24,25.4,31.6,28.4,83,7.3,5,4,350,Semarang
2020-12-25,25.2,32.6,28.6,81,10,7.9,3,360,Semarang
2020-12-26,25.4,31.4,28.3,85,2,9.3,4,320,Semarang
2020-12-27,26,31.6,28,85,1,8.1,5,360,Semarang
2020-12-28,25.4,31.4,28.1,86,2.4,6.6,5,320,Semarang
2020-12-29,26,31,27.7,90,13,5.8,4,360,Semarang
2020-12-30,25,29.8,27,88,3.4,4.4,4,190,Semarang
2020-12-31,24.8,30.2,27.3,87,8.7,3.7,5,320,Semarang
2021-01-01,25.6,30,27.6,85,1.6,2.7,4,340,Semarang
2021-01-02,25,30.4,27.8,84,3.5,2.1,3,360,Semarang
2021-01-03,25,30.4,27.6,85,0,,6,200,Semarang
2021-01-04,24.4,31,27.6,84,2.3,5.7,4,340,Semarang
2021-01-05,25.4,30.2,27.1,88,8,6.4,4,350,Semarang
2021-01-06,25.8,31.4,28,86,,2.7,7,340,Semarang
2021-01-07,26,29.8,27,88,0,5.3,8,270,Semarang
2021-01-08,26,30.6,27.4,87,1,1.8,4,350,Semarang
2021-01-09,25,30.6,26.8,89,43.5,1,5,350,Semarang
2021-01-10,25,30.2,27.6,86,7.7,4.3,5,340,Semarang
2021-01-11,25.2,30,28,88,3.3,3.1,3,270,Semarang
2021-01-12,25,30.4,27.9,85,0.3,1.3,6,290,Semarang
2021-01-13,24.6,31.2,27.4,88,6.5,4.2,8,290,Semarang
2021-01-14,25.2,30,26.8,88,8.8,5.5,6,80,Semarang
2021-01-15,25,30.4,27.4,87,0.5,1.4,4,300,Semarang
2021-01-16,25.2,30.8,27.1,88,,0.6,5,330,Semarang
2021-01-17,24.6,31.2,26.6,90,2,0.9,8,300,Semarang
2021-01-18,24.8,28.4,25.8,94,19.2,7.4,6,280,Semarang
2021-01-19,23.4,26.8,24.5,96,57.8,0.9,5,280,Semarang
2021-01-20,22.4,29.8,27.9,86,7.8,0.2,6,280,Semarang
2021-01-21,25.6,30.2,27.1,88,0,3.2,7,290,Semarang
2021-01-22,25.4,29.8,26.8,89,10.4,5.1,4,320,Semarang
