tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,kota
2021-06-09,24.4,32.4,27.5,82,,6.4,3,20,Serang
2021-06-10,23.8,33.4,27.8,80,,2.6,2,20,Serang
2021-06-11,24.2,34,27.4,82,0,8.4,3,110,Serang
2021-06-12,23.2,32.6,27.3,82,10.5,7.3,3,10,Serang
2021-06-13,23.5,32.6,27.6,85,1,6,3,20,Serang
2021-06-14,24.2,32,27.6,83,,5.8,3,20,Serang
2021-06-15,24.8,33.3,27.7,80,0,3.5,4,20,Serang
2021-06-16,24.2,31.5,26.4,86,0,4.7,3,40,Serang
2021-06-17,24,32.4,26.7,84,,3.5,3,40,Serang
2021-06-18,23.9,30.9,26.5,88,4.5,2.7,3,10,Serang
2021-06-19,24,28.8,26.7,86,1.3,1.2,2,60,Serang
2021-06-20,23,31.1,24.6,92,,0,3,80,Serang
2021-06-21,23,31,26.1,86,8.1,1.6,4,80,Serang
2021-06-22,22.2,32,26.7,80,0.2,4.3,2,20,Serang
2021-06-23,22.6,32,26.2,88,0,5.6,3,100,Serang
2021-06-24,23,29.2,25.2,90,29.7,1.7,3,10,Serang
2021-06-25,23,32.4,27,81,1.1,0,3,30,Serang
2021-06-26,23.3,32.3,27,86,0,9.3,3,20,Serang
2021-06-27,23.3,32.8,26.9,83,0.7,4,3,10,Serang
2021-06-28,23.3,32.3,27.4,82,0,7.8,2,10,Serang
2021-06-29,23.8,33.1,27.1,81,,3.9,3,10,Serang
2021-06-30,23.6,32.4,26.8,82,,4,3,180,Serang
2021-07-01,24.6,31.4,26.8,85,0.2,5.4,3,50,Serang
2021-07-02,23.6,32.2,27.5,78,0.1,1.6,4,50,Serang
2021-07-03,23.9,33.3,27.5,79,0,7.5,3,10,Serang
2021-07-04,23.2,33.7,27.3,79,0,6.5,4,70,Serang
2021-07-05,23.2,33.4,27.6,77,0,9.2,3,360,Serang
2021-07-06,23,32.8,27.9,76,0,5.9,4,200,Serang
2021-07-07,23,32.7,26.6,78,0,6.9,2,110,Serang
2021-07-08,23.2,33,27.6,72,0,3.9,3,20,Serang
2021-07-09,22.5,34,28.5,76,0,7,6,20,Serang
2021-07-10,25.2,32,27.6,84,,7.3,3,30,Serang
2021-07-11,25,31.8,27.5,81,0.2,2.6,5,20,Serang
2021-07-12,24.6,33.2,28.1,77,0.6,3.2,4,350,Serang
2021-07-13,22.9,31.8,26.2,80,0.2,7.6,3,190,Serang
2021-07-14,23,30.2,26.4,83,6,0.4,2,30,Serang
2021-07-15,22,32.4,26.3,79,,0.2,3,350,Serang
2021-07-16,21.8,32.5,27,78,0,8.5,4,330,Serang
2021-07-17,23.4,32.3,27.4,77,0,7.2,3,90,Serang
2021-07-18,22.8,32.8,27.1,79,0,6.1,3,330,Serang
2021-07-19,23,33.2,27.8,78,0,8.7,3,60,Serang
2021-07-20,24,33.7,27.8,81,,5.7,3,10,Serang
2021-07-21,23.8,32.2,27.1,80,0,6.4,4,260,Serang
2021-07-22,24.2,32.5,27.6,84,0,5.8,3,360,Serang
2021-07-23,24.2,31.6,26,90,0,7.2,2,10,Serang
2021-07-24,22.4,31.2,26.3,84,38,1.5,5,30,Serang
2021-07-25,22.4,32.9,26.9,79,0,5,3,10,Serang
2021-07-26,22.3,32.2,26.6,74,0,8.8,4,50,Serang
2021-07-27,21.2,32.9,26.2,74,0,9.8,4,20,Serang
2021-07-28,21,33.3,26.3,73,0,9.7,3,280,Serang
2021-07-29,22.2,32.8,26.9,76,0,8.6,4,190,Serang
2021-07-30,22.3,34,27.8,74,0,8.9,2,200,Serang
2021-07-31,24,33.2,28.3,77,0,7.2,4,360,Serang
2021-08-01,23.6,33.6,28.6,76,0,6.9,3,330,Serang
2021-08-02,24.8,33.1,27.3,83,2,7.5,3,20,Serang
2021-08-03,23.4,32.5,27.1,82,12.2,4.8,3,330,Serang
2021-08-04,23.7,33,28,79,0.6,6.5,4,220,Serang
2021-08-05,24.4,33.6,26.4,85,,10,3,220,Serang
2021-08-06,22.8,32.9,27.1,78,,0.5,6,20,Serang
2021-08-07,22.8,33,28.3,78,0,9.8,4,30,Serang
2021-08-08,24.4,32.8,28.1,81,0,9.8,4,20,Serang
2021-08-09,25,33.1,28.5,79,,7.8,6,30,Serang
2021-08-10,24,29.8,26.3,84,4.8,5.4,2,90,Serang
2021-08-11,23.6,33.3,27.5,78,0,0.1,3,10,Serang
2021-08-12,23.6,33.8,28,72,0,8.4,4,10,Serang
2021-08-13,23.2,31.7,26.5,81,0,9.3,3,30,Serang
2021-08-14,23.8,33.2,27.9,76,0,2.6,3,340,Serang
2021-08-15,24,33.8,28,75,0,7.9,5,20,Serang
2021-08-16,24.2,33.4,27.9,76,0,6.5,4,30,Serang
2021-08-17,24,33.8,28,75,0,8.5,4,10,Serang
2021-08-18,23.6,32.2,26.9,83,0,6.6,4,180,Serang
2021-08-19,23,31,26.5,83,1,3.9,3,30,Serang
2021-08-20,23,32.8,26.8,79,0,2.3,3,20,Serang
2021-08-21,23.8,31.3,26.1,83,,3.1,4,20,Serang
2021-08-22,23.4,32.6,27.1,80,,1.1,3,30,Serang
2021-08-23,23.4,33.2,27.8,80,,4,3,340,Serang
2021-08-24,23.8,32.6,27.1,83,0,5.2,3,200,Serang
2021-08-25,23.6,32.4,26.9,82,10.2,3.2,3,350,Serang
2021-08-26,23,33.6,27.2,80,0.5,5.5,3,10,Serang
2021-08-27,22.7,33.8,27.5,74,0,8,4,10,Serang
2021-08-28,23,33.8,27.4,74,0,9.5,3,350,Serang
2021-08-29,23,34.4,26.7,80,0,5.9,2,170,Serang
2021-08-30,23.8,33.4,27.5,80,,0.3,3,20,Serang
2021-08-31,23,33,27.6,81,0,4.1,3,10,Serang
2021-09-01,23.4,33.8,28.1,76,2.6,1,6,10,Serang
2021-09-02,24.2,33.4,28.8,72,0,6.2,3,10,Serang
2021-09-03,24,32.6,27.7,77,0,7.8,4,200,Serang
2021-09-04,23.8,34.4,29,71,,4.2,4,40,Serang
2021-09-05,24.6,34.2,28.5,74,0,9.7,3,60,Serang
2021-09-06,24,31.7,26.2,89,3.4,5.5,4,20,Serang
2021-09-07,24,31.6,25.8,86,7.6,0.4,4,120,Serang
2021-09-08,23.3,32.4,26.6,80,12.2,4.3,3,20,Serang
2021-09-09,23,33,27.4,74,0,6.4,5,20,Serang
2021-09-10,23.5,34.4,28.2,71,0,9.3,3,150,Serang
2021-09-11,23.5,33.6,27.8,74,0,9.5,4,30,Serang
2021-09-12,23.2,32.2,27.2,85,,6.4,3,80,Serang
2021-09-13,23.2,31.9,27.2,86,33.4,0.5,4,20,Serang
2021-09-14,22.4,29.7,25.1,86,105.8,4.5,3,50,Serang
2021-09-15,22.5,32.4,26.9,79,0.6,0,3,20,Serang
2021-09-16,23.3,33.4,28.9,78,0.4,7.5,4,30,Serang
2021-09-17,24.2,32.9,28.2,80,,9.8,5,10,Serang
2021-09-18,23.9,34.4,28.8,76,12.5,9.2,3,20,Serang
2021-09-19,24.8,33.5,27.1,83,,9.8,3,180,Serang
2021-09-20,24.6,32.8,28.2,77,6.2,5.2,3,10,Serang
2021-09-21,23.4,32.4,27.3,81,0,5.1,4,90,Serang
2021-09-22,22.4,33.4,27,83,8,4.3,2,70,Serang
2021-09-23,23.8,32.8,28.1,78,8.8,4,6,30,Serang
2021-09-24,23.8,33.4,28.1,76,0,6.5,5,30,Serang
2021-09-25,24.2,33.8,28.8,76,0,9.2,4,20,Serang
2021-09-26,25.2,32.4,28.4,79,0,9.7,4,10,Serang
2021-09-27,23.9,33.2,27.5,80,0,5.5,4,20,Serang
2021-09-28,24.8,33.1,28.3,79,6.4,9.2,4,10,Serang
2021-09-29,24.2,33.3,28.5,79,,7.7,3,170,Serang
2021-09-30,24.4,33.6,28.4,78,0,4.1,3,190,Serang
2021-10-01,25.4,34.3,28.7,75,,4.7,6,80,Serang
2021-10-02,24.4,34.2,28.9,75,0,4.7,3,10,Serang
2021-10-03,23.8,33.6,28.2,77,0.4,4.1,3,160,Serang
2021-10-04,24.6,33.8,28.2,74,0,7.5,4,100,Serang
2021-10-05,24.2,31.8,27.8,74,0,7.5,3,10,Serang
2021-10-06,22,33.4,27,72,0,0,3,70,Serang
2021-10-07,23.1,33.5,27.6,75,0,5.6,3,360,Serang
2021-10-08,21,34.2,27.4,77,0,3.6,5,90,Serang
2021-10-09,23,35.3,28.7,73,0,8.2,3,200,Serang
2021-10-10,24.7,33.8,28.2,78,0,6.6,3,210,Serang
2021-10-11,23.8,34.2,28.5,73,0,4.1,3,130,Serang
2021-10-12,24.6,35.2,28.8,72,,5.2,3,190,Serang
2021-10-13,25,34.9,28.9,76,1.4,4.2,4,20,Serang
2021-10-14,24,35.6,29,74,0,5.6,3,170,Serang
2021-10-15,24.2,34.8,28.5,74,0,5.1,5,10,Serang
2021-10-16,24,35.2,28.8,73,0,7.2,4,10,Serang
2021-10-17,24,35.1,29.4,75,0,8.8,4,10,Serang
2021-10-18,24,30.2,26.1,90,8.3,7.5,2,180,Serang
2021-10-19,23.6,32.4,25.9,90,52.6,0,5,150,Serang
2021-10-20,22.8,33.7,28.4,78,2.8,4.6,3,30,Serang
2021-10-21,24.8,32.4,28.4,83,1.6,7.7,3,160,Serang
2021-10-22,24.6,33.8,28.5,78,0.9,6.8,4,210,Serang
2021-10-23,25,34,28.6,76,0,6.4,2,20,Serang
2021-10-24,24,34.9,29.3,74,0,3.5,3,10,Serang
2021-10-25,24.6,34.7,28.5,77,0,8.7,3,80,Serang
2021-10-26,23.9,34.4,28.3,78,0,6,3,170,Serang
2021-10-27,25,32.2,27.5,83,0,7,3,90,Serang
2021-10-28,24,31.8,25.1,93,4,0.1,3,150,Serang
2021-10-29,23,33.6,27.1,80,16.7,1.1,2,40,Serang
2021-10-30,24,34.2,28,77,0,7.1,3,20,Serang
2021-10-31,23.4,32.8,27.5,84,1.8,5.9,3,140,Serang
2021-11-01,24.4,31.1,26.1,87,1.8,5.7,3,150,Serang
2021-11-02,22.9,31.6,26.9,84,18.4,0,3,80,Serang
2021-11-03,24,32.3,26.5,87,1.4,4.2,3,160,Serang
2021-11-04,24,33,28,80,1.8,3.6,5,150,Serang
2021-11-05,23.8,29.6,27.4,84,,8.6,3,30,Serang
2021-11-06,24.5,34,28.9,78,,0.3,4,30,Serang
2021-11-07,25.6,32,26.3,88,,7.6,4,150,Serang
2021-11-08,24.2,32.4,27.6,84,10,2,3,20,Serang
2021-11-09,24.6,32.8,27.5,83,9.2,4.2,4,160,Serang
2021-11-10,23,31.8,27.4,79,20.9,4.1,4,150,Serang
2021-11-11,24.8,30.8,27.1,83,0.4,1.7,4,140,Serang
2021-11-12,25,32.3,29,73,0.2,0,2,140,Serang
2021-11-13,24.6,33.6,28.1,74,0.2,1.4,4,150,Serang
2021-11-14,24.5,32.7,28.3,76,0,3.8,6,160,Serang
2021-11-15,24.6,27.8,26.4,85,11,7.3,4,140,Serang
2021-11-16,24.2,32.4,28,77,1.8,0,7,150,Serang
2021-11-17,24.4,33.6,28.6,76,0,7.7,4,160,Serang
2021-11-18,24.5,31.6,27.9,78,,9.5,5,140,Serang
2021-11-19,24.1,33.8,25.7,90,17.8,3.1,4,140,Serang
2021-11-20,24.2,33,28.3,76,4.2,0,3,10,Serang
2021-11-21,24.6,33.1,28.6,78,0.4,1.2,4,150,Serang
2021-11-22,24.2,29.5,26.6,86,0.9,3.9,4,150,Serang
2021-11-23,24,29,25.1,85,10.2,0.7,7,150,Serang
2021-11-24,23.2,32,28,76,0.4,0,3,170,Serang
2021-11-25,23.8,34.4,29,70,,2,3,150,Serang
2021-11-26,25.2,34.5,28.4,74,0,8.9,5,160,Serang
2021-11-27,24.6,31.2,26,86,0.2,6.4,5,150,Serang
2021-11-28,22.9,31.6,26.2,86,16.6,5.1,4,130,Serang
2021-11-29,23.4,30.2,26.1,89,77.4,0,5,160,Serang
2021-11-30,23.3,30.8,27.7,82,4,1.4,1,120,Serang
2021-12-01,25.2,33.8,28.4,72,,0.1,5,150,Serang
2021-12-02,26,33.2,29.7,69,0,7.9,8,150,Serang
2021-12-03,25.2,33.3,28.2,77,0,11.5,4,190,Serang
2021-12-04,24,28.4,25.2,89,3.4,2.4,3,180,Serang
2021-12-05,23.8,27.8,25.7,90,3.8,0.1,4,170,Serang
2021-12-06,23.5,30.6,26.2,86,13.8,0,3,20,Serang
2021-12-07,23.6,30.6,26.5,88,48.2,0.4,3,140,Serang
2021-12-08,24,34.2,28.3,78,0.2,1,3,140,Serang
2021-12-09,24.6,32.8,26.7,88,1.5,10.2,3,140,Serang
2021-12-10,24,33,27.9,82,27.5,1.2,4,170,Serang
2021-12-11,24.2,33.4,27.3,84,4.2,7.3,4,100,Serang
2021-12-12,24.2,31.5,28.2,75,,5.8,4,120,Serang
2021-12-13,25.6,34.4,29.2,75,0,3.9,4,100,Serang
2021-12-14,26.3,33,29.3,75,0,8.9,5,140,Serang
2021-12-15,24.8,33.5,27.5,84,,4.2,2,20,Serang
2021-12-16,24.9,33.2,28.2,80,1.5,2.7,4,70,Serang
2021-12-17,24,32.4,26.7,86,9.9,2.5,2,110,Serang
2021-12-18,24.6,32.6,28.4,77,3.5,4.8,3,110,Serang
2021-12-19,24.6,33.8,28.8,76,0,0.1,3,130,Serang
2021-12-20,25.2,32.4,26.8,88,,5.8,4,160,Serang
2021-12-21,24.4,31.1,26.4,86,5.8,2.1,3,180,Serang
2021-12-22,23.6,33.4,27.8,79,1.9,0.2,3,20,Serang
2021-12-23,24,32.9,28.3,79,0.2,5.5,6,120,Serang
2021-12-24,24.2,32.4,27.9,83,20.1,7.1,5,10,Serang
2021-12-25,24.9,32.2,26.8,85,0.6,4.7,3,120,Serang
2021-12-26,22.3,31.2,25.7,85,52.5,2.6,3,140,Serang
2021-12-27,23,31.6,27.3,84,3.4,2,5,140,Serang
2021-12-28,24.4,32.4,28.1,82,0.5,6.6,4,30,Serang
2021-12-29,24.2,31.5,27.2,85,13.8,8.1,3,360,Serang
2021-12-30,24,31.2,26.7,88,3.9,1.6,2,150,Serang
2021-12-31,24.4,33,28,80,15.5,2.7,4,80,Serang
2022-01-01,24.2,31.6,27.5,82,1.2,6.5,5,110,Serang
2022-01-02,24.8,32.7,26.8,83,,6.4,9,100,Serang
2022-01-03,22.8,34.2,27.9,76,3.3,6,3,90,Serang
2022-01-04,21.8,33.8,27.4,72,0,7.4,4,10,Serang
2022-01-05,23,32.8,28,80,0,8.3,3,100,Serang
2022-01-06,24.9,33.1,27.5,82,1.2,7.6,3,114,Serang
2022-01-07,24.1,34.2,29,70,0.2,6.2,6,160,Serang
2022-01-08,25,35,29.3,70,0,8,4,160,Serang
2022-01-09,25.2,33.2,28.1,77,0,8,3,320,Serang
2022-01-10,25.6,31.8,27.8,80,1.5,3.3,6,160,Serang
2022-01-11,23.4,32.6,26.5,85,28.8,2.9,4,170,Serang
2022-01-12,23.8,30.8,25.8,89,8.4,3.4,3,360,Serang
2022-01-13,23.6,30.8,27,84,4.6,2.4,5,160,Serang
2022-01-14,23.4,31.3,26.8,86,14,2.6,5,10,Serang
2022-01-15,23.2,30.6,26.6,85,14.5,4.3,3,80,Serang
2022-01-16,23.4,31.5,27.2,86,,0.4,3,100,Serang
2022-01-17,24.6,31.4,27.8,81,,0.1,4,130,Serang
2022-01-18,24.7,29.6,26.7,88,1.3,1.8,2,130,Serang
2022-01-19,24.4,30.8,27.4,80,3.9,0.4,4,130,Serang
2022-01-20,23.6,29.8,25.5,90,7.6,3.1,6,110,Serang
2022-01-21,23.4,32.8,27.1,82,8.2,0.6,3,80,Serang
2022-01-22,24.2,31.4,26.8,84,7.4,8.6,3,60,Serang
2022-01-23,23.6,33.6,28.9,76,,2.9,4,50,Serang
2022-01-24,25.1,33.8,28.9,74,0,7.6,4,80,Serang
2022-01-25,26.2,33.6,28.8,76,,11,3,90,Serang
2022-01-26,26.2,33.2,28.3,79,0.9,3.6,3,90,Serang
2022-01-27,25,34.6,28.5,78,,2.5,3,120,Serang
2022-01-28,24.8,32.6,27.8,79,0,9.5,4,170,Serang
2022-01-29,24,30.8,27.1,80,0.8,2.3,3,20,Serang
2022-01-30,23.8,32.3,27.8,80,0,0,3,30,Serang
2022-01-31,23.8,33.4,27.3,80,1.3,3.4,5,10,Serang
2022-02-01,23.8,32.8,27.4,82,0,6,4,20,Serang
2022-02-02,24.4,31.8,27.5,82,,4.4,3,20,Serang
2022-02-03,24.2,33,27.7,82,0,3,4,40,Serang
2022-02-04,24.2,33.6,27.5,83,2.6,5.1,3,330,Serang
2022-02-05,24.2,29.4,25.7,89,4.9,6.2,3,120,Serang
2022-02-06,24.4,32.8,28.5,70,8.1,0.5,6,130,Serang
2022-02-07,25.4,32.4,28.3,78,1,6.8,3,10,Serang
2022-02-08,24.8,30,27,86,0.4,3.5,3,120,Serang
2022-02-09,24,32.6,26.5,84,,0,5,90,Serang
2022-02-10,23.8,29.4,27,81,20.5,5.9,3,100,Serang
2022-02-11,23.4,33.8,27.6,77,,0,4,70,Serang
2022-02-12,23.4,31.2,27.8,80,0,8.8,2,50,Serang
2022-02-13,24.8,30.6,26.9,86,0.3,0,2,40,Serang
2022-02-14,23.8,31,26.8,83,3,0,2,60,Serang
2022-02-15,23.4,35.6,28.8,68,0.5,1.3,5,50,Serang
2022-02-16,23.6,34.8,27.8,71,0,4.8,4,80,Serang
2022-02-17,24.6,30.4,26.7,88,0.2,6.4,3,80,Serang
2022-02-18,24.5,31.4,26.5,86,5.3,2.2,2,40,Serang
2022-02-19,23.8,32.8,27.5,81,2.2,0.1,3,10,Serang
2022-02-20,24.2,32.2,27.1,87,,6.4,4,30,Serang
2022-02-21,23.1,33,27.7,79,10.3,3.4,4,60,Serang
2022-02-22,23.2,34,28.1,74,4.5,9,3,60,Serang
2022-02-23,24,33,27.6,76,0.8,9.4,3,50,Serang
2022-02-24,22,32,25.9,78,16.5,5.8,3,60,Serang
2022-02-25,21.4,28.8,25.3,88,4.5,2.7,3,40,Serang
2022-02-26,22.6,30.6,25.7,88,12.6,0,4,40,Serang
2022-02-27,23.6,30.4,25.4,90,12.3,2.2,3,30,Serang
2022-02-28,24,31.8,26.7,86,10.5,1.1,3,30,Serang
2022-03-01,23.2,31.8,24.8,92,180.4,1.3,3,80,Serang
2022-03-02,23,30.4,26.3,88,19.9,0.2,5,40,Serang
2022-03-03,23.8,33.1,27.4,80,7.1,3.7,3,60,Serang
2022-03-04,24.1,30.8,26.4,85,26.5,9,2,50,Serang
2022-03-05,24.2,31.2,25.3,89,,1,4,60,Serang
2022-03-06,24,31.2,25.9,89,16.5,1.2,3,80,Serang
2022-03-07,25.2,30.8,27.4,82,5.1,1.3,3,60,Serang
2022-03-08,25,32.4,27.8,78,,0.4,4,70,Serang
2022-03-09,24.6,33,27.5,83,0,2.6,4,50,Serang
2022-03-10,24.4,33.2,28,81,2.4,1.1,4,70,Serang
2022-03-11,24.2,31.4,26.6,88,0,5.5,4,50,Serang
2022-03-12,24.6,33.3,28.7,77,3.6,3.9,4,60,Serang
2022-03-13,24.3,32.2,28.4,80,0.2,4.9,3,10,Serang
2022-03-14,24.9,34,28.2,80,0.3,3,3,90,Serang
2022-03-15,24.6,29.8,26.3,86,0,0,3,80,Serang
2022-03-16,23,34.2,27.1,82,4.2,0,4,10,Serang
2022-03-17,22.8,32.8,27.7,80,0,3.8,2,10,Serang
2022-03-18,24,32,27.5,82,0.3,3.2,4,80,Serang
2022-03-19,25.2,34,28.7,73,0,3.1,4,100,Serang
2022-03-20,25.6,33.2,28.4,76,0,5.8,5,90,Serang
2022-03-21,25.2,33.5,28.9,75,0.9,7.2,5,70,Serang
2022-03-22,25.4,33.1,28.4,79,1.7,4.6,4,90,Serang
2022-03-23,25.4,31.6,27.2,82,,5.5,4,70,Serang
2022-03-24,22.9,34.4,27.9,78,,1,4,20,Serang
2022-03-25,24.2,33.4,28.6,80,,8.5,3,10,Serang
2022-03-26,24.4,28.2,26.2,88,,4,2,30,Serang
2022-03-27,23.7,34,29.9,75,4.7,0,4,100,Serang
2022-03-28,23,32.8,27.7,83,13.7,6.5,3,20,Serang
2022-03-29,24,31.8,28.7,77,0,5.8,3,30,Serang
2022-03-30,24,33.3,28.2,78,0,1,3,10,Serang
2022-03-31,23.8,34.2,27.7,78,0,3.1,3,70,Serang
2022-04-01,24,32.6,27.8,79,,5.2,4,100,Serang
2022-04-02,25,32.8,27.8,79,0,2.6,5,90,Serang
2022-04-03,24.2,32.4,27.4,78,0,4.6,4,90,Serang
2022-04-04,24.8,34.6,28.7,68,,5.4,4,100,Serang
2022-04-05,24.6,35.4,29,71,0,7.7,4,80,Serang
2022-04-06,25,34.8,28.9,70,,9.1,6,110,Serang
2022-04-07,25,34.6,29,72,0,10.1,4,90,Serang
2022-04-08,25.2,31.4,27.7,75,0,7.2,4,40,Serang
2022-04-09,24.6,35.2,28.9,72,,1.7,4,30,Serang
2022-04-10,24.2,34,26.1,84,0.8,9.3,3,70,Serang
2022-04-11,23.8,33.8,27.5,82,18,6,3,50,Serang
2022-04-12,24.1,32.6,27.8,82,0.2,6.2,2,70,Serang
2022-04-13,,33.8,27.3,84,1.7,4,4,40,Serang
2022-04-14,24.2,34,28.5,79,24.1,6.6,4,20,Serang
2022-04-15,24.4,34.2,28.3,80,0,7.2,3,40,Serang
2022-04-16,24.6,33.2,28.4,79,0,7,3,10,Serang
2022-04-17,24.6,34.1,28.6,78,0,6.9,3,20,Serang
2022-04-18,24.6,34.4,28.7,82,22.2,9.5,4,40,Serang
2022-04-19,24.2,33.8,28.1,81,0,7.7,3,60,Serang
2022-04-20,24.8,32.6,27.8,80,1.8,5.7,4,60,Serang
2022-04-21,25,29.6,26.3,90,1.2,6,2,70,Serang
2022-04-22,24,29.7,25.4,92,1.4,0,2,40,Serang
2022-04-23,23.2,32.4,27.1,81,3,0,2,30,Serang
2022-04-24,23.2,33.9,27.6,83,2.4,5.1,2,40,Serang
2022-04-25,24.4,34.9,28.6,74,,5.9,4,60,Serang
2022-04-26,25,33.6,28.7,77,,10.2,3,60,Serang
2022-04-27,25.3,32,27.8,83,,6.2,3,10,Serang
2022-04-28,23.4,30.8,27.3,77,99.8,2,3,20,Serang
2022-04-29,22.9,33.6,28.4,82,7.9,2.5,4,20,Serang
2022-04-30,24.8,32.4,27.6,84,0,6.5,3,10,Serang
2022-05-01,25.4,32.4,27.6,88,1,3.6,5,20,Serang
2022-05-02,24.5,33,27.7,82,1,3,3,30,Serang
2022-05-03,24.3,33.1,27.6,81,,8.2,4,10,Serang
2022-05-04,25,32.8,27.8,84,1,4.6,3,50,Serang
2022-05-05,25,33,27.9,86,7.5,3,4,10,Serang
2022-05-06,24.8,33.4,28.8,80,,6.8,3,10,Serang
2022-05-07,24.8,33.1,26.2,90,0,6.8,3,40,Serang
2022-05-08,24.6,34,28.5,75,46,3.7,2,30,Serang
2022-05-09,24.8,33.8,28.3,82,0,7.2,3,10,Serang
2022-05-10,25.3,33.8,28.9,80,1.1,3.6,3,10,Serang
2022-05-11,25.6,32.8,28.4,85,0.4,8.4,2,5,Serang
2022-05-12,25.9,32.8,29,80,3,1.7,4,360,Serang
2022-05-13,26,33.2,29,75,0,6,3,10,Serang
2022-05-14,24.2,35.3,29,72,0,7.7,2,360,Serang
2022-05-15,24.6,33.8,28,83,0,7.8,3,20,Serang
2022-05-16,24.8,35.2,28.3,82,0,4.5,3,30,Serang
2022-05-17,25.9,35,29.5,76,0.7,7.1,3,20,Serang
2022-05-18,25.5,32.4,26.7,89,12.7,7.6,2,20,Serang
2022-05-19,23.8,33.6,27.6,84,15.8,2.9,3,360,Serang
2022-05-20,23.8,32.2,27,86,18.4,7.6,3,20,Serang
2022-05-21,24.1,31.6,27.1,85,14.7,5.2,2,10,Serang
2022-05-22,24.4,31.8,26.8,86,0,3.8,2,10,Serang
2022-05-23,24.6,32.2,27.8,82,,1.3,3,10,Serang
2022-05-24,25,34,29.2,77,0.7,2.3,4,10,Serang
2022-05-25,25.6,32.4,27.9,85,,8.1,4,10,Serang
2022-05-26,25.2,30.2,27.1,84,,4,1,20,Serang
2022-05-27,24,33.6,27.7,79,,0.3,3,30,Serang
2022-05-28,22.6,31,25.2,90,28.6,7.1,3,20,Serang
2022-05-29,22.4,32.1,26.8,84,16.9,0,2,20,Serang
2022-05-30,22.9,27.6,25.7,92,2.8,1.4,2,20,Serang
2022-05-31,23.3,32.2,26.3,88,19.3,0,3,20,Serang
2022-06-01,23.4,32.6,27.1,82,26.5,0,3,20,Serang
2022-06-02,23.6,33.2,27.4,80,0,9.1,5,20,Serang
2022-06-03,24.4,33.1,27.7,78,,8.5,2,10,Serang
2022-06-04,23.6,33.7,27.4,79,0,5.5,3,10,Serang
2022-06-05,23.8,33.4,27.5,78,,8.3,3,10,Serang
2022-06-06,23.8,32.6,27,81,,8.2,3,10,Serang
2022-06-07,23.7,31.2,26.4,84,,2.1,2,10,Serang
2022-06-08,23.6,32.6,27.5,82,3,4.7,3,360,Serang
2022-06-09,24,32,25.5,90,,5,4,360,Serang
2022-06-10,23,33.6,27,82,5,2.3,3,10,Serang
2022-06-11,23.8,32.8,26.1,90,12.1,8.6,3,10,Serang
2022-06-12,24,31.1,27.1,85,1,4.5,3,30,Serang
2022-06-13,23.9,32.4,26.7,84,18.2,0,2,20,Serang
2022-06-14,23.8,32.6,26.3,86,4.8,4.5,3,20,Serang
2022-06-15,,30.4,25.7,88,7.3,4.9,2,10,Serang
2022-06-16,22.8,30.9,25.7,84,5.6,0.3,3,10,Serang
2022-06-17,23.4,28.4,25.6,92,1.8,2,2,10,Serang
2022-06-18,21.9,32.1,26.4,84,2.3,0,3,10,Serang
2022-06-19,22.9,33,27,81,0,8,3,10,Serang
2022-06-20,23,33.2,27.2,80,,9.3,4,10,Serang
2022-06-21,23.4,33.4,26.2,85,,7.2,3,10,Serang
2022-06-22,23.6,32.6,27.2,81,4.9,3.9,3,10,Serang
2022-06-23,23.8,32.4,27.6,78,0,6.5,3,10,Serang
2022-06-24,24,32,27.1,84,0,6,3,10,Serang
2022-06-25,23.8,32.4,27.1,81,0.5,2.1,3,10,Serang
2022-06-26,24.2,32.6,26.1,87,0,3.2,3,30,Serang
2022-06-27,23.8,29.9,25.8,90,5.3,0,3,30,Serang
2022-06-28,22.8,31.2,27,80,16.3,0.2,2,360,Serang
2022-06-29,23.5,32.6,26.9,80,0,3,3,10,Serang
2022-06-30,20.6,32.6,25.8,75,0,6.1,4,10,Serang
2022-07-01,20.8,33.2,27.4,78,0,9.8,3,10,Serang
2022-07-02,23.6,33,27.6,78,0,8.7,4,30,Serang
2022-07-03,24.1,32.2,27.5,85,3,3.1,3,20,Serang
2022-07-04,23.6,32.4,28.2,82,2.4,2.9,4,10,Serang
2022-07-05,24,33.8,28.4,79,0,9.1,4,10,Serang
2022-07-06,24.8,31,27.1,85,1.5,9.8,3,10,Serang
2022-07-07,24.2,33.3,27.8,81,0,2.6,3,10,Serang
2022-07-08,23.8,33.8,27.9,76,,5.7,3,20,Serang
2022-07-09,20.4,33.8,26.9,72,0,9.1,3,20,Serang
2022-07-10,21.6,33.2,27.9,72,,7.4,4,10,Serang
2022-07-11,24,33.4,27.9,74,0,8.6,3,10,Serang
2022-07-12,24.2,33.2,28.5,78,,9.1,3,10,Serang
2022-07-13,23.8,30.8,26.7,87,,3.6,3,10,Serang
2022-07-14,23.8,32.8,27.7,81,0.1,0,4,10,Serang
2022-07-15,24.6,33.4,27,85,,3.6,4,10,Serang
2022-07-16,23.6,30.2,25.7,86,26.7,3.2,3,20,Serang
2022-07-17,23,30.4,26.5,84,3.1,0.2,3,10,Serang
2022-07-18,23.4,33,27,82,,0,3,10,Serang
